Word,Length of characters,Frequency rank,Relative frequency
阿爾卑斯山,44,69,0.00046078702423739745
拉迪亞德吉,45,69,0.00046078702423739745
薩默塞特郡,64,69,0.00046078702423739745
佛羅里達州,51,69,0.00046078702423739745
奧古斯塔斯,54,69,0.00046078702423739745
密西西比河,35,69,0.00046078702423739745
大多倫多市,30,69,0.00046078702423739745
科羅拉多州,48,69,0.00046078702423739745
阿契美尼德,45,69,0.00046078702423739745
希斯帕尼亞,40,69,0.00046078702423739745
索爾海姆,42,276,0.000368629619389918
嶄露頭角,58,276,0.000368629619389918
守護者們,44,276,0.000368629619389918
葛洛麗亞,48,276,0.000368629619389918
開普敦市,41,276,0.000368629619389918
澳大利亞,33,276,0.000368629619389918
不可思議,38,276,0.000368629619389918
皮特庫賽,42,276,0.000368629619389918
西西里島,29,276,0.000368629619389918
烏夏克吞,34,276,0.000368629619389918
愛爾蘭海,57,276,0.000368629619389918
馬爾代夫,33,276,0.000368629619389918
溫特科恩,42,276,0.000368629619389918
舊殖民地,40,276,0.000368629619389918
奧林匹克,32,276,0.000368629619389918
傑濟拉島,47,276,0.000368629619389918
伊莎貝拉,31,276,0.000368629619389918
凱爾奈克,41,276,0.000368629619389918
歷史學家,47,276,0.000368629619389918
克拉納赫,39,276,0.000368629619389918
耶路撒冷,43,276,0.000368629619389918
薩爾茲堡,51,276,0.000368629619389918
軒然大波,33,276,0.000368629619389918
海因里希,30,276,0.000368629619389918
花花公子,21,276,0.000368629619389918
印第安納,32,276,0.000368629619389918
阿馬爾奈,39,276,0.000368629619389918
奧爾巴尼,36,276,0.000368629619389918
蒙特利爾,44,276,0.000368629619389918
遊手好閒,34,276,0.000368629619389918
引人注目,19,276,0.000368629619389918
塞爾維亞,49,276,0.000368629619389918
老盧卡斯,39,276,0.000368629619389918
格拉斯哥,40,276,0.000368629619389918
引以為豪,31,276,0.000368629619389918
史無前例,34,276,0.000368629619389918
摩拉維亞,45,276,0.000368629619389918
岡薩雷斯,49,276,0.000368629619389918
手無寸鐵,40,276,0.000368629619389918
哈德遜河,45,276,0.000368629619389918
二氧化碳,30,276,0.000368629619389918
斯拉夫人,26,276,0.000368629619389918
斯洛伐克,34,276,0.000368629619389918
莫伊米爾,36,276,0.000368629619389918
美塞尼亞,35,276,0.000368629619389918
內華達州,32,276,0.000368629619389918
氣候學家,46,276,0.000368629619389918
格林威爾,41,276,0.000368629619389918
菲奧雷洛,46,276,0.000368629619389918
一分為二,16,276,0.000368629619389918
維勒訥沃,43,276,0.000368629619389918
阿拉伯人,24,276,0.000368629619389918
袖手旁觀,48,276,0.000368629619389918
阿普利亞,34,276,0.000368629619389918
一心一意,19,276,0.000368629619389918
安大略省,29,276,0.000368629619389918
布魯克斯,39,276,0.000368629619389918
希爾斯堡,45,276,0.000368629619389918
亞歷山大,30,276,0.000368629619389918
坦桑尼亞,31,276,0.000368629619389918
佩妮斯頓,41,276,0.000368629619389918
克溫斯語,46,276,0.000368629619389918
加勒比人,22,276,0.000368629619389918
懸而未決,38,276,0.000368629619389918
穆罕默德,54,276,0.000368629619389918
拉美西斯,35,276,0.000368629619389918
西班牙詞,32,276,0.000368629619389918
溫斯頓杯,46,276,0.000368629619389918
瑪格麗特,53,276,0.000368629619389918
肯尼亞山,24,276,0.000368629619389918
非同尋常,37,276,0.000368629619389918
埃爾多安,36,276,0.000368629619389918
克里米亞,28,276,0.000368629619389918
田納西州,27,276,0.000368629619389918
荒誕不經,39,276,0.000368629619389918
多塞特郡,38,276,0.000368629619389918
伊斯內爾,36,276,0.000368629619389918
蘇比安托,35,276,0.000368629619389918
魁北克省,34,276,0.000368629619389918
威爾克斯,42,276,0.000368629619389918
格拉夫頓,35,276,0.000368629619389918
巴爾干人,23,276,0.000368629619389918
似曾相識,46,276,0.000368629619389918
威爾斯市,40,276,0.000368629619389918
無以倫比,30,276,0.000368629619389918
蘇格蘭人,51,276,0.000368629619389918
西伯利亞,28,276,0.000368629619389918
阿閔塔斯,43,276,0.000368629619389918
經濟學家,56,276,0.000368629619389918
沉默寡言,44,276,0.000368629619389918
凱爾特海,46,276,0.000368629619389918
安賽密爾,48,276,0.000368629619389918
塔爾梅奇,45,276,0.000368629619389918
高激光束,39,276,0.000368629619389918
新老想法,40,276,0.000368629619389918
阿拉斯加,32,276,0.000368629619389918
納什維爾,42,276,0.000368629619389918
斯特拉森,42,276,0.000368629619389918
總投票額,53,276,0.000368629619389918
利納雷斯,42,276,0.000368629619389918
處之泰然,36,276,0.000368629619389918
扎克伯格,28,276,0.000368629619389918
不足為奇,28,276,0.000368629619389918
波羅的海,45,276,0.000368629619389918
瓦倫蒂諾,41,276,0.000368629619389918
奧古斯都,40,276,0.000368629619389918
伊斯蘭教,49,276,0.000368629619389918
基里繆爾,49,276,0.000368629619389918
弗倫斯堡,39,276,0.000368629619389918
萊辛巴哈,31,276,0.000368629619389918
敖德薩州,47,276,0.000368629619389918
奇莉婭灣,54,276,0.000368629619389918
圖爾恰郡,46,276,0.000368629619389918
羅馬尼亞,42,276,0.000368629619389918
勢不可擋,38,276,0.000368629619389918
聖瑪爾塔,53,276,0.000368629619389918
撒海爾區,50,276,0.000368629619389918
舊金山人,30,276,0.000368629619389918
阿迪達斯,39,276,0.000368629619389918
堅不可摧,34,276,0.000368629619389918
高收益型,35,276,0.000368629619389918
奧爾特弗,42,276,0.000368629619389918
維多利亞,35,276,0.000368629619389918
道格拉斯,42,276,0.000368629619389918
論諾克斯,49,276,0.000368629619389918
克斯蒂文,35,276,0.000368629619389918
新幾內亞,37,276,0.000368629619389918
前司法部,32,276,0.000368629619389918
希區柯克,34,276,0.000368629619389918
無家可歸,45,276,0.000368629619389918
新共和國,38,276,0.000368629619389918
和藹可親,48,276,0.000368629619389918
達爾南德,50,276,0.000368629619389918
沙克爾頓,41,276,0.000368629619389918
歐內斯特,41,276,0.000368629619389918
阿爾卑斯,41,276,0.000368629619389918
施普林格,39,276,0.000368629619389918
怒不可遏,30,276,0.000368629619389918
難以置信,45,276,0.000368629619389918
烏爾里希,38,276,0.000368629619389918
奴隸制州,36,276,0.000368629619389918
安塞密爾,44,276,0.000368629619389918
卡瑞卡拉,31,276,0.000368629619389918
投資者們,38,276,0.000368629619389918
俄亥俄河,32,276,0.000368629619389918
蒙特卡羅,47,276,0.000368629619389918
乘風破浪,39,276,0.000368629619389918
費加羅報,48,276,0.000368629619389918
魯帕斯堡,47,276,0.000368629619389918
佛羅倫薩,52,276,0.000368629619389918
不一而足,18,276,0.000368629619389918
布里斯班,34,276,0.000368629619389918
梅爾丁根,37,276,0.000368629619389918
卡爾卡鬆,42,276,0.000368629619389918
梅爾里斯,44,276,0.000368629619389918
累積如山,36,276,0.000368629619389918
加勒比海,30,276,0.000368629619389918
盧本巴希,32,276,0.000368629619389918
姍姍來遲,39,276,0.000368629619389918
拉布羅卡,37,276,0.000368629619389918
喜怒無常,44,276,0.000368629619389918
戴維斯盃,52,276,0.000368629619389918
小心翼翼,41,276,0.000368629619389918
顯而易見,44,276,0.000368629619389918
成群結隊,42,276,0.000368629619389918
流離失所,41,276,0.000368629619389918
沃爾瑪爾,49,276,0.000368629619389918
不慌不忙,26,276,0.000368629619389918
前外蒙古,32,276,0.000368629619389918
印第安人,24,276,0.000368629619389918
帕克漢姆,37,276,0.000368629619389918
波多黎各,35,276,0.000368629619389918
尼古拉斯,30,276,0.000368629619389918
根深蒂固,41,276,0.000368629619389918
堪薩斯州,46,276,0.000368629619389918
佛羅里達,45,276,0.000368629619389918
哈布斯堡,38,276,0.000368629619389918
蠅頭小利,45,276,0.000368629619389918
西班牙語,34,276,0.000368629619389918
羅曼諾夫,49,276,0.000368629619389918
血紅蛋白,31,276,0.000368629619389918
五彩繽紛,45,276,0.000368629619389918
北安普頓,36,276,0.000368629619389918
視而不見,28,276,0.000368629619389918
埃斯特角,39,276,0.000368629619389918
平淡無奇,36,276,0.000368629619389918
薩拉託加,39,276,0.000368629619389918
前所未有,28,276,0.000368629619389918
理所當然,44,276,0.000368629619389918
博格達汗,40,276,0.000368629619389918
提契諾河,44,276,0.000368629619389918
安東尼奧,32,276,0.000368629619389918
麥斯塔河,43,276,0.000368629619389918
西班牙裔,33,276,0.000368629619389918
圖特摩斯,51,276,0.000368629619389918
百分之一,14,276,0.000368629619389918
卡塔拉諾,40,276,0.000368629619389918
莫斯克尼,34,276,0.000368629619389918
新法蘭西,47,276,0.000368629619389918
領導人們,41,276,0.000368629619389918
伊斯坦堡,38,276,0.000368629619389918
普拉博沃,39,276,0.000368629619389918
費德里克,41,276,0.000368629619389918
梅拉尼亞,32,276,0.000368629619389918
安提帕斯,38,276,0.000368629619389918
尤多約夫,23,276,0.000368629619389918
奧斯曼人,38,276,0.000368629619389918
大京都,21,1019,0.0002764722145424385
法西斯,26,1019,0.0002764722145424385
史達林,25,1019,0.0002764722145424385
統治者,28,1019,0.0002764722145424385
可能性,23,1019,0.0002764722145424385
印度人,16,1019,0.0002764722145424385
製造機,40,1019,0.0002764722145424385
坎貝爾,28,1019,0.0002764722145424385
錦標賽,48,1019,0.0002764722145424385
桑德蘭,45,1019,0.0002764722145424385
卡普蘭,37,1019,0.0002764722145424385
保護局,36,1019,0.0002764722145424385
發電機,41,1019,0.0002764722145424385
百分點,27,1019,0.0002764722145424385
三百萬,21,1019,0.0002764722145424385
美國人,22,1019,0.0002764722145424385
卡洛斯,26,1019,0.0002764722145424385
法老王,18,1019,0.0002764722145424385
深圳市,22,1019,0.0002764722145424385
商業化,28,1019,0.0002764722145424385
瑪雅人,28,1019,0.0002764722145424385
火山岩,15,1019,0.0002764722145424385
柏拉圖,31,1019,0.0002764722145424385
拉瑪爾,36,1019,0.0002764722145424385
基金會,32,1019,0.0002764722145424385
排字版,25,1019,0.0002764722145424385
美利肯,24,1019,0.0002764722145424385
戴維森,43,1019,0.0002764722145424385
塞舌爾,33,1019,0.0002764722145424385
作曲家,23,1019,0.0002764722145424385
太平洋,18,1019,0.0002764722145424385
巴羅佐,30,1019,0.0002764722145424385
刁曼島,23,1019,0.0002764722145424385
謀殺罪,39,1019,0.0002764722145424385
飛行員,25,1019,0.0002764722145424385
時間段,31,1019,0.0002764722145424385
脫口秀,21,1019,0.0002764722145424385
巴爾幹,31,1019,0.0002764722145424385
入讀率,35,1019,0.0002764722145424385
殖民地,23,1019,0.0002764722145424385
薩拉斯,36,1019,0.0002764722145424385
撒哈拉,32,1019,0.0002764722145424385
烏克蘭,37,1019,0.0002764722145424385
約里奧,29,1019,0.0002764722145424385
奧運會,38,1019,0.0002764722145424385
多瑙河,27,1019,0.0002764722145424385
參與者,32,1019,0.0002764722145424385
指揮權,42,1019,0.0002764722145424385
呼籲者,48,1019,0.0002764722145424385
拉博夫,24,1019,0.0002764722145424385
丹麥語,29,1019,0.0002764722145424385
肯德基,34,1019,0.0002764722145424385
教堂山,25,1019,0.0002764722145424385
西北部,21,1019,0.0002764722145424385
增長率,34,1019,0.0002764722145424385
投票數,33,1019,0.0002764722145424385
筆記本,27,1019,0.0002764722145424385
影印版,28,1019,0.0002764722145424385
赫爾茨,37,1019,0.0002764722145424385
新目標,33,1019,0.0002764722145424385
尼羅河,32,1019,0.0002764722145424385
清晰度,32,1019,0.0002764722145424385
之所以,15,1019,0.0002764722145424385
嫌疑人,29,1019,0.0002764722145424385
巴拉特,22,1019,0.0002764722145424385
日耳曼,21,1019,0.0002764722145424385
摩納哥,35,1019,0.0002764722145424385
吉卜林,16,1019,0.0002764722145424385
杰弗裡,25,1019,0.0002764722145424385
低海拔,25,1019,0.0002764722145424385
腓尼基,28,1019,0.0002764722145424385
扮演者,29,1019,0.0002764722145424385
好朋友,18,1019,0.0002764722145424385
中國人,17,1019,0.0002764722145424385
實驗室,46,1019,0.0002764722145424385
狂歡節,41,1019,0.0002764722145424385
相關者,36,1019,0.0002764722145424385
巴拿馬,24,1019,0.0002764722145424385
歧視者,27,1019,0.0002764722145424385
請願書,44,1019,0.0002764722145424385
射擊場,39,1019,0.0002764722145424385
天主教,20,1019,0.0002764722145424385
政策部,31,1019,0.0002764722145424385
總指揮,38,1019,0.0002764722145424385
溫斯頓,38,1019,0.0002764722145424385
根本性,23,1019,0.0002764722145424385
領導人,31,1019,0.0002764722145424385
納稅人,24,1019,0.0002764722145424385
保健署,32,1019,0.0002764722145424385
成年人,14,1019,0.0002764722145424385
猶太人,18,1019,0.0002764722145424385
英傑華,30,1019,0.0002764722145424385
摩洛哥,34,1019,0.0002764722145424385
收益型,25,1019,0.0002764722145424385
消費者,30,1019,0.0002764722145424385
越野賽,40,1019,0.0002764722145424385
起落架,31,1019,0.0002764722145424385
棒棒糖,40,1019,0.0002764722145424385
黃蜂繭,43,1019,0.0002764722145424385
奧巴馬,27,1019,0.0002764722145424385
迪士尼,16,1019,0.0002764722145424385
畢業生,28,1019,0.0002764722145424385
成就展,28,1019,0.0002764722145424385
法蘭克,35,1019,0.0002764722145424385
辦公室,29,1019,0.0002764722145424385
一點點,35,1019,0.0002764722145424385
持卡人,16,1019,0.0002764722145424385
希拉里,22,1019,0.0002764722145424385
酸雨雲,34,1019,0.0002764722145424385
東南部,27,1019,0.0002764722145424385
復古味,25,1019,0.0002764722145424385
艾弗里,17,1019,0.0002764722145424385
奧爾尼,32,1019,0.0002764722145424385
菲利普,30,1019,0.0002764722145424385
奧斯卡,30,1019,0.0002764722145424385
霍普利,35,1019,0.0002764722145424385
數百億,36,1019,0.0002764722145424385
執行官,25,1019,0.0002764722145424385
帕爾雷,35,1019,0.0002764722145424385
芬蘭語,41,1019,0.0002764722145424385
分類法,31,1019,0.0002764722145424385
伯諾瓦,26,1019,0.0002764722145424385
安德魯,36,1019,0.0002764722145424385
華盛頓,34,1019,0.0002764722145424385
奧地利,26,1019,0.0002764722145424385
克里斯,26,1019,0.0002764722145424385
色雷斯,31,1019,0.0002764722145424385
預付款,30,1019,0.0002764722145424385
收費制,26,1019,0.0002764722145424385
債券獎,36,1019,0.0002764722145424385
羅馬人,31,1019,0.0002764722145424385
非洲人,19,1019,0.0002764722145424385
橄欖球,51,1019,0.0002764722145424385
互聯網,35,1019,0.0002764722145424385
麥克風,27,1019,0.0002764722145424385
約瑟夫,26,1019,0.0002764722145424385
劇情片,30,1019,0.0002764722145424385
電影院,37,1019,0.0002764722145424385
愛麗絲,44,1019,0.0002764722145424385
好萊塢,30,1019,0.0002764722145424385
摩托車,28,1019,0.0002764722145424385
理查德,35,1019,0.0002764722145424385
伊斯蘭,38,1019,0.0002764722145424385
參議院,40,1019,0.0002764722145424385
國防部,27,1019,0.0002764722145424385
精神病,33,1019,0.0002764722145424385
現代化,20,1019,0.0002764722145424385
格倫達,32,1019,0.0002764722145424385
衝擊波,40,1019,0.0002764722145424385
運動會,36,1019,0.0002764722145424385
研究所,24,1019,0.0002764722145424385
小島嶼,29,1019,0.0002764722145424385
小教堂,25,1019,0.0002764722145424385
馬德里,32,1019,0.0002764722145424385
坎伯蘭,34,1019,0.0002764722145424385
加低斯,24,1019,0.0002764722145424385
沙塵暴,36,1019,0.0002764722145424385
詹姆斯,33,1019,0.0002764722145424385
生產率,27,1019,0.0002764722145424385
決定性,23,1019,0.0002764722145424385
相似性,23,1019,0.0002764722145424385
迪斯尼,25,1019,0.0002764722145424385
迦南人,19,1019,0.0002764722145424385
惡作劇,34,1019,0.0002764722145424385
基督教,35,1019,0.0002764722145424385
驅動力,34,1019,0.0002764722145424385
要不要,22,1019,0.0002764722145424385
愛丁堡,27,1019,0.0002764722145424385
希羅底,34,1019,0.0002764722145424385
音樂會,37,1019,0.0002764722145424385
卡雷爾,32,1019,0.0002764722145424385
奢侈品,28,1019,0.0002764722145424385
哥倫佈,27,1019,0.0002764722145424385
猶太教,27,1019,0.0002764722145424385
丘吉爾,25,1019,0.0002764722145424385
塞西亞,27,1019,0.0002764722145424385
斯巴達,28,1019,0.0002764722145424385
法蘭西,34,1019,0.0002764722145424385
舞台劇,34,1019,0.0002764722145424385
麥加拉,24,1019,0.0002764722145424385
威尼斯,26,1019,0.0002764722145424385
拜占廷,20,1019,0.0002764722145424385
阿特靈,41,1019,0.0002764722145424385
花崗岩,26,1019,0.0002764722145424385
印度洋,23,1019,0.0002764722145424385
極西北,23,1019,0.0002764722145424385
泰加林,23,1019,0.0002764722145424385
大學生,24,1019,0.0002764722145424385
雅茨克,28,1019,0.0002764722145424385
無人機,30,1019,0.0002764722145424385
工業界,25,1019,0.0002764722145424385
拿破崙,31,1019,0.0002764722145424385
古希臘,31,1019,0.0002764722145424385
紀念碑,30,1019,0.0002764722145424385
邁錫尼,36,1019,0.0002764722145424385
帕爾馬,32,1019,0.0002764722145424385
安東尼,19,1019,0.0002764722145424385
貝靈漢,45,1019,0.0002764722145424385
檳榔樹,46,1019,0.0002764722145424385
活蟾蜍,41,1019,0.0002764722145424385
立法會,26,1019,0.0002764722145424385
立法者,21,1019,0.0002764722145424385
投資者,28,1019,0.0002764722145424385
西雅那,24,1019,0.0002764722145424385
敲輪員,39,1019,0.0002764722145424385
伯戈因,17,1019,0.0002764722145424385
主持人,16,1019,0.0002764722145424385
明太魚,23,1019,0.0002764722145424385
比目魚,20,1019,0.0002764722145424385
龍利魚,34,1019,0.0002764722145424385
紐約市,24,1019,0.0002764722145424385
安娜亞,23,1019,0.0002764722145424385
好時機,32,1019,0.0002764722145424385
志願者,34,1019,0.0002764722145424385
阿納亞,25,1019,0.0002764722145424385
新形式,26,1019,0.0002764722145424385
新傳統,38,1019,0.0002764722145424385
磁浮線,39,1019,0.0002764722145424385
安第斯,29,1019,0.0002764722145424385
高柵欄,40,1019,0.0002764722145424385
小男孩,19,1019,0.0002764722145424385
設計師,30,1019,0.0002764722145424385
比利時,21,1019,0.0002764722145424385
字母表,19,1019,0.0002764722145424385
牛仔褲,24,1019,0.0002764722145424385
防火牆,27,1019,0.0002764722145424385
匈牙利,17,1019,0.0002764722145424385
不一致,15,1019,0.0002764722145424385
演唱會,38,1019,0.0002764722145424385
戲劇性,40,1019,0.0002764722145424385
自由堡,23,1019,0.0002764722145424385
葡萄牙,27,1019,0.0002764722145424385
老師們,26,1019,0.0002764722145424385
塞法迪,29,1019,0.0002764722145424385
裁判所,27,1019,0.0002764722145424385
大主教,19,1019,0.0002764722145424385
克雷默,36,1019,0.0002764722145424385
道明會,33,1019,0.0002764722145424385
英國人,21,1019,0.0002764722145424385
化學浴,30,1019,0.0002764722145424385
伯納德,32,1019,0.0002764722145424385
菲律賓,34,1019,0.0002764722145424385
舒爾曼,37,1019,0.0002764722145424385
卡普亞,25,1019,0.0002764722145424385
同盟國,30,1019,0.0002764722145424385
一千萬,16,1019,0.0002764722145424385
凱撒軍,36,1019,0.0002764722145424385
保民官,22,1019,0.0002764722145424385
參戰者,35,1019,0.0002764722145424385
基加利,23,1019,0.0002764722145424385
塔爾羅,45,1019,0.0002764722145424385
阿拉伯,22,1019,0.0002764722145424385
溫泉關,41,1019,0.0002764722145424385
塞薩利,36,1019,0.0002764722145424385
木乃伊,12,1019,0.0002764722145424385
空間站,30,1019,0.0002764722145424385
共和歷,30,1019,0.0002764722145424385
嫌疑犯,32,1019,0.0002764722145424385
志願軍,35,1019,0.0002764722145424385
待命區,28,1019,0.0002764722145424385
國會山,27,1019,0.0002764722145424385
投票權,39,1019,0.0002764722145424385
合法化,18,1019,0.0002764722145424385
迫害犯,23,1019,0.0002764722145424385
素可泰,25,1019,0.0002764722145424385
外邊界,32,1019,0.0002764722145424385
紐約州,25,1019,0.0002764722145424385
移民者,24,1019,0.0002764722145424385
殖民者,25,1019,0.0002764722145424385
角質層,37,1019,0.0002764722145424385
珍珠港,31,1019,0.0002764722145424385
修正案,24,1019,0.0002764722145424385
多樣性,29,1019,0.0002764722145424385
紡織品,37,1019,0.0002764722145424385
批發商,30,1019,0.0002764722145424385
蘇台德,39,1019,0.0002764722145424385
歷險記,41,1019,0.0002764722145424385
婚外情,27,1019,0.0002764722145424385
瑪塞爾,41,1019,0.0002764722145424385
希特勒,28,1019,0.0002764722145424385
棕櫚樹,46,1019,0.0002764722145424385
樞密院,35,1019,0.0002764722145424385
對手戲,35,1019,0.0002764722145424385
茱麗葉,40,1019,0.0002764722145424385
羅密歐,45,1019,0.0002764722145424385
紀念幣,31,1019,0.0002764722145424385
皮雅芙,24,1019,0.0002764722145424385
雅茲迪,29,1019,0.0002764722145424385
佩特森,30,1019,0.0002764722145424385
奧斯本,30,1019,0.0002764722145424385
梵蒂岡,31,1019,0.0002764722145424385
數字化,25,1019,0.0002764722145424385
影響力,37,1019,0.0002764722145424385
賽馬場,39,1019,0.0002764722145424385
規劃署,38,1019,0.0002764722145424385
使用者,21,1019,0.0002764722145424385
英國法,27,1019,0.0002764722145424385
機動性,35,1019,0.0002764722145424385
常染色,26,1019,0.0002764722145424385
負責人,22,1019,0.0002764722145424385
埃里克,24,1019,0.0002764722145424385
女兒們,21,1019,0.0002764722145424385
重騎兵,34,1019,0.0002764722145424385
錢德勒,42,1019,0.0002764722145424385
安立奎,20,1019,0.0002764722145424385
聯邦化,27,1019,0.0002764722145424385
新將軍,33,1019,0.0002764722145424385
新限制,29,1019,0.0002764722145424385
陪葬品,31,1019,0.0002764722145424385
暴風雨,32,1019,0.0002764722145424385
高含量,29,1019,0.0002764722145424385
粉芭蕉,32,1019,0.0002764722145424385
亞加亞,21,1019,0.0002764722145424385
征服戰,32,1019,0.0002764722145424385
小金人,13,1019,0.0002764722145424385
基督徒,34,1019,0.0002764722145424385
創始人,22,1019,0.0002764722145424385
傑西卡,23,1019,0.0002764722145424385
母語版,27,1019,0.0002764722145424385
信號燈,38,1019,0.0002764722145424385
曼德爾,40,1019,0.0002764722145424385
外國人,18,1019,0.0002764722145424385
一丁點,20,1019,0.0002764722145424385
居住權,36,1019,0.0002764722145424385
西西里,19,1019,0.0002764722145424385
黨衛軍,44,1019,0.0002764722145424385
運動場,35,1019,0.0002764722145424385
轟炸機,46,1019,0.0002764722145424385
艾滋病,27,1019,0.0002764722145424385
卡蘭芝,31,1019,0.0002764722145424385
戴高樂,42,1019,0.0002764722145424385
習慣法,33,1019,0.0002764722145424385
城邦制,23,1019,0.0002764722145424385
皮洛士,17,1019,0.0002764722145424385
居住區,26,1019,0.0002764722145424385
希臘人,28,1019,0.0002764722145424385
謀殺案,36,1019,0.0002764722145424385
以色列,16,1019,0.0002764722145424385
小木屋,16,1019,0.0002764722145424385
文學獎,35,1019,0.0002764722145424385
詹寧斯,39,1019,0.0002764722145424385
顯示器,44,1019,0.0002764722145424385
高精度,33,1019,0.0002764722145424385
控制員,29,1019,0.0002764722145424385
街道賽,41,1019,0.0002764722145424385
撰稿人,32,1019,0.0002764722145424385
分辨率,31,1019,0.0002764722145424385
弗朗茨,24,1019,0.0002764722145424385
君主制,20,1019,0.0002764722145424385
噴氣機,41,1019,0.0002764722145424385
殲擊機,54,1019,0.0002764722145424385
修女們,22,1019,0.0002764722145424385
艾賓根,29,1019,0.0002764722145424385
高海拔,28,1019,0.0002764722145424385
大使館,27,1019,0.0002764722145424385
新上限,24,1019,0.0002764722145424385
五百萬,22,1019,0.0002764722145424385
伊蓮娜,28,1019,0.0002764722145424385
芳草地,22,1019,0.0002764722145424385
科羅娜,37,1019,0.0002764722145424385
超能力,24,1019,0.0002764722145424385
讚美詩,48,1019,0.0002764722145424385
嚴重性,36,1019,0.0002764722145424385
凡爾賽,34,1019,0.0002764722145424385
赫爾勒,39,1019,0.0002764722145424385
成就獎,33,1019,0.0002764722145424385
大金人,13,1019,0.0002764722145424385
佐科維,30,1019,0.0002764722145424385
新發展,35,1019,0.0002764722145424385
蘇伊士,28,1019,0.0002764722145424385
銀河系,29,1019,0.0002764722145424385
國社黨,38,1019,0.0002764722145424385
取款機,36,1019,0.0002764722145424385
使用費,25,1019,0.0002764722145424385
幸運兔,28,1019,0.0002764722145424385
奧斯瓦,29,1019,0.0002764722145424385
大台階,19,1019,0.0002764722145424385
特蕾莎,36,1019,0.0002764722145424385
歷史性,29,1019,0.0002764722145424385
新世界,27,1019,0.0002764722145424385
符騰堡,43,1019,0.0002764722145424385
製造商,35,1019,0.0002764722145424385
諾丁漢,31,1019,0.0002764722145424385
棉花廠,34,1019,0.0002764722145424385
舊迴廊,37,1019,0.0002764722145424385
市政廳,39,1019,0.0002764722145424385
伊雷娜,28,1019,0.0002764722145424385
植物園,33,1019,0.0002764722145424385
水族館,31,1019,0.0002764722145424385
舊金山,28,1019,0.0002764722145424385
工作室,19,1019,0.0002764722145424385
製片人,20,1019,0.0002764722145424385
會不會,30,1019,0.0002764722145424385
反對派,27,1019,0.0002764722145424385
世界報,26,1019,0.0002764722145424385
支持者,21,1019,0.0002764722145424385
天文館,24,1019,0.0002764722145424385
紡織業,41,1019,0.0002764722145424385
聖公會,30,1019,0.0002764722145424385
收藏家,33,1019,0.0002764722145424385
蘇格蘭,49,1019,0.0002764722145424385
大都會,26,1019,0.0002764722145424385
新工作,23,1019,0.0002764722145424385
