Word,Length of characters,Median duration,Frequency rank,Relative frequency
அழகிய,5,0.5449999999999999,65,0.0024837007140639552
தல,2,0.25,65,0.0024837007140639552
குன்ற,5,0.4400000000000001,67,0.0023284694194349582
போட்ட,5,0.44,67,0.0023284694194349582
கொன்ற,5,0.4049999999999999,73,0.002173238124805961
இப்ப,4,0.275,73,0.002173238124805961
தங்க,4,0.3749999999999999,73,0.002173238124805961
காக்க,5,0.48,73,0.002173238124805961
சால,3,0.3800000000000001,73,0.002173238124805961
போன்ற,5,0.5050000000000001,73,0.002173238124805961
வேண்ட,5,0.48,75,0.0020180068301769638
சேர,3,0.43,75,0.0020180068301769638
சொந்த,5,0.5699999999999998,83,0.0018627755355479665
மாற்ற,5,0.53,83,0.0018627755355479665
தென்ன,5,0.4600000000000001,83,0.0018627755355479665
கொடுத்த,7,0.5000000000000004,83,0.0018627755355479665
காண,3,0.425,83,0.0018627755355479665
விளையாட,7,0.5700000000000001,83,0.0018627755355479665
இணங்க,5,0.4849999999999997,83,0.0018627755355479665
என்ப,4,0.41,83,0.0018627755355479665
பார்த்த,7,0.51,88,0.0017075442409189693
வாய்ந்த,7,0.48,88,0.0017075442409189693
சாய்ந்த,7,0.6399999999999999,88,0.0017075442409189693
தன,2,0.2200000000000002,88,0.0017075442409189693
வார,3,0.27,88,0.0017075442409189693
எதிர்த்த,8,0.5800000000000002,99,0.001552312946289972
அன்ன,4,0.3999999999999999,99,0.001552312946289972
நடந்த,5,0.4649999999999999,99,0.001552312946289972
படிந்த,6,0.5650000000000001,99,0.001552312946289972
செய்ய,5,0.5200000000000001,99,0.001552312946289972
பார்க்க,7,0.3949999999999999,99,0.001552312946289972
அண்ண,4,0.495,99,0.001552312946289972
புரிந்த,7,0.5650000000000001,99,0.001552312946289972
சாவ,3,0.4599999999999999,99,0.001552312946289972
கொள்க,5,0.4,99,0.001552312946289972
சிங்க,5,0.445,99,0.001552312946289972
கருத,4,0.33,116,0.0013970816516609749
சாப்பிட,7,0.52,116,0.0013970816516609749
இடத்த,5,0.4900000000000002,116,0.0013970816516609749
சிரித்த,7,0.5499999999999999,116,0.0013970816516609749
யாமறிந்த,8,0.77,116,0.0013970816516609749
நிறைந்த,7,0.6200000000000001,116,0.0013970816516609749
தாழ்ந்த,7,0.53,116,0.0013970816516609749
செய்க,5,0.5,116,0.0013970816516609749
மந்திர,6,0.4599999999999999,116,0.0013970816516609749
பொறுக்க,7,0.45,116,0.0013970816516609749
கென்ன,5,0.4100000000000001,116,0.0013970816516609749
கற்ற,4,0.4400000000000001,116,0.0013970816516609749
அறியாத,6,0.6299999999999999,116,0.0013970816516609749
எண்ணிய,6,0.52,116,0.0013970816516609749
நன்றாக,6,0.7200000000000002,116,0.0013970816516609749
தவிர,4,0.38,116,0.0013970816516609749
பட்ட,4,0.3999999999999994,116,0.0013970816516609749
போன,3,0.3500000000000001,134,0.0012418503570319776
போற்ற,5,0.4649999999999999,134,0.0012418503570319776
சாற்ற,5,0.5449999999999999,134,0.0012418503570319776
விட,3,0.2149999999999999,134,0.0012418503570319776
மற,2,0.3399999999999998,134,0.0012418503570319776
கட்டிய,6,0.535,134,0.0012418503570319776
கின்ற,5,0.5199999999999999,134,0.0012418503570319776
பிற,3,0.4799999999999997,134,0.0012418503570319776
சிற்சில,7,0.69,134,0.0012418503570319776
அழுத,4,0.4199999999999999,134,0.0012418503570319776
திருப்ப,7,0.3950000000000001,134,0.0012418503570319776
நம்ப,4,0.3149999999999997,134,0.0012418503570319776
சுட்ட,5,0.3950000000000001,134,0.0012418503570319776
சிறந்த,6,0.5350000000000001,134,0.0012418503570319776
போட,3,0.375,134,0.0012418503570319776
கல்யாண,6,0.5549999999999999,134,0.0012418503570319776
நிற்க,5,0.595,134,0.0012418503570319776
வட,2,0.2600000000000002,134,0.0012418503570319776
நினைத்த,7,0.5700000000000001,160,0.0010866190624029804
சொல்லிய,7,0.5200000000000002,160,0.0010866190624029804
இடத்தில,7,0.6399999999999999,160,0.0010866190624029804
வாழ்ந்த,7,0.5,160,0.0010866190624029804
விடிய,5,0.4700000000000001,160,0.0010866190624029804
சின்ன,5,0.43,160,0.0010866190624029804
தெளிந்த,7,0.6099999999999999,160,0.0010866190624029804
தொடர்ந்த,8,0.7999999999999998,160,0.0010866190624029804
சென்னையில,9,0.62,160,0.0010866190624029804
நிகர்த்த,8,0.6700000000000002,160,0.0010866190624029804
நண்ப,4,0.2899999999999998,160,0.0010866190624029804
பிறந்த,6,0.5199999999999998,160,0.0010866190624029804
இயலாத,5,0.69,160,0.0010866190624029804
வாராத,5,0.6499999999999999,160,0.0010866190624029804
பாரத,4,0.5199999999999999,160,0.0010866190624029804
திருத்த,7,0.4599999999999999,160,0.0010866190624029804
இங்குள்ள,8,0.72,160,0.0010866190624029804
வருக,4,0.3799999999999999,160,0.0010866190624029804
குற்ற,5,0.3999999999999999,160,0.0010866190624029804
பண்ற,4,0.51,160,0.0010866190624029804
விளைத்த,7,0.53,160,0.0010866190624029804
திரிய,5,0.3599999999999999,160,0.0010866190624029804
சித்தரித்த,10,0.73,160,0.0010866190624029804
மிகுந்த,7,0.7000000000000002,160,0.0010866190624029804
மிக,3,0.4399999999999999,160,0.0010866190624029804
கலந்த,5,0.54,160,0.0010866190624029804
வைக்க,5,0.4199999999999999,194,0.0009313877677739833
பாடிய,5,0.4399999999999998,194,0.0009313877677739833
மந்த,4,0.4650000000000001,194,0.0009313877677739833
அவனுடைய,7,0.6500000000000001,194,0.0009313877677739833
விளங்க,6,0.6349999999999998,194,0.0009313877677739833
அதிக,4,0.335,194,0.0009313877677739833
தமிழ்வளர்க,10,1.005,194,0.0009313877677739833
நாமாக,5,0.49,194,0.0009313877677739833
எனவேமுர,7,0.8499999999999999,194,0.0009313877677739833
புதிதாக,7,0.6849999999999999,194,0.0009313877677739833
காட்டவந்த,9,0.9549999999999998,194,0.0009313877677739833
படபட,4,0.6050000000000001,194,0.0009313877677739833
வாய்த்த,7,0.72,194,0.0009313877677739833
எழுத,4,0.3999999999999999,194,0.0009313877677739833
முடியாத,7,0.595,194,0.0009313877677739833
பல்குக,6,0.5649999999999997,194,0.0009313877677739833
குள்ள,5,0.47,194,0.0009313877677739833
அழகான,5,0.665,194,0.0009313877677739833
தாங்காத,7,0.725,194,0.0009313877677739833
கிழவ,4,0.445,194,0.0009313877677739833
தோன்ற,5,0.4899999999999999,194,0.0009313877677739833
காங்கேய,7,0.7050000000000001,194,0.0009313877677739833
அலாதன,5,0.625,194,0.0009313877677739833
எறிந்த,6,0.51,194,0.0009313877677739833
சரியான,6,0.6399999999999999,194,0.0009313877677739833
நிச்சயமாக,9,0.8200000000000001,194,0.0009313877677739833
வாக,3,0.2749999999999999,194,0.0009313877677739833
வாடாத,5,0.6150000000000001,194,0.0009313877677739833
கரையில,6,0.51,194,0.0009313877677739833
சட்டென,6,0.56,194,0.0009313877677739833
இல்லாத,6,0.5649999999999998,194,0.0009313877677739833
மொய்த்த,7,0.5850000000000001,194,0.0009313877677739833
அற,2,0.2499999999999997,194,0.0009313877677739833
மெல்ல,5,0.4200000000000001,194,0.0009313877677739833
வாசிக்க,7,0.5899999999999999,261,0.000776156473144986
கொவ்வாத,7,0.75,261,0.000776156473144986
வேலைய,5,0.5099999999999999,261,0.000776156473144986
பொங்க,5,0.33,261,0.000776156473144986
இணையற்ற,7,0.6399999999999999,261,0.000776156473144986
மறைவாக,6,0.7999999999999998,261,0.000776156473144986
இருந்தன,7,0.6299999999999999,261,0.000776156473144986
விளைக்க,7,0.5700000000000001,261,0.000776156473144986
திருந்த,7,0.48,261,0.000776156473144986
இயம்ப,5,0.3700000000000001,261,0.000776156473144986
தக,2,0.4600000000000008,261,0.000776156473144986
அடுத்த,6,0.51,261,0.000776156473144986
கொரகொர,6,0.69,261,0.000776156473144986
சில,3,0.3700000000000001,261,0.000776156473144986
தின,3,0.2299999999999999,261,0.000776156473144986
நிறுத்த,7,0.6400000000000001,261,0.000776156473144986
தவறான,5,0.5,261,0.000776156473144986
இதுகேட்ட,8,0.7200000000000002,261,0.000776156473144986
ததும்ப,6,0.4300000000000001,261,0.000776156473144986
துட்ட,5,0.44,261,0.000776156473144986
காலையில,7,0.62,261,0.000776156473144986
இந்நில,6,0.6099999999999999,261,0.000776156473144986
றென்ற,5,0.4399999999999999,261,0.000776156473144986
விழித்த,7,0.49,261,0.000776156473144986
அடித்த,6,0.4199999999999999,261,0.000776156473144986
எண்பொருள,8,0.64,261,0.000776156473144986
கடந்த,5,0.4899999999999999,261,0.000776156473144986
மாநில,5,0.54,261,0.000776156473144986
இழந்த,5,0.56,261,0.000776156473144986
பேத,3,0.3999999999999999,261,0.000776156473144986
படிக்க,6,0.4400000000000001,261,0.000776156473144986
பொல்லாத,7,0.66,261,0.000776156473144986
லிருந்த,7,0.5900000000000003,261,0.000776156473144986
நகைத்த,6,0.5899999999999999,261,0.000776156473144986
கோல,3,0.3400000000000003,261,0.000776156473144986
இந்திய,6,0.6099999999999999,261,0.000776156473144986
சுரக்கின்ற,10,0.84,261,0.000776156473144986
வேண்டாத,7,0.5899999999999999,261,0.000776156473144986
பாய்ச்சிய,9,0.7500000000000001,261,0.000776156473144986
பெயர்கொண்ட,10,0.7799999999999998,261,0.000776156473144986
கருத்த,6,0.49,261,0.000776156473144986
காத,3,0.3600000000000003,261,0.000776156473144986
கலாப,4,0.4799999999999997,261,0.000776156473144986
நெடும,5,0.3700000000000001,261,0.000776156473144986
நாடிய,5,0.57,261,0.000776156473144986
வழக்க,5,0.4500000000000002,261,0.000776156473144986
என்னென்ன,8,0.7599999999999998,261,0.000776156473144986
கிடந்திட்ட,10,1.0199999999999998,261,0.000776156473144986
அறிய,4,0.3399999999999998,261,0.000776156473144986
வேண்டிய,7,0.6299999999999999,261,0.000776156473144986
பெற்றெடுத்த,11,0.75,261,0.000776156473144986
இருந்ததால,9,0.8499999999999999,261,0.000776156473144986
கேட்க,5,0.6599999999999999,261,0.000776156473144986
கழுத்த,6,0.6099999999999999,261,0.000776156473144986
தருகின்ற,8,0.72,261,0.000776156473144986
படிமேல,6,0.67,261,0.000776156473144986
யான,3,0.5099999999999998,261,0.000776156473144986
தொழிலாள,7,0.6500000000000001,261,0.000776156473144986
கொடுக்க,7,0.5299999999999998,261,0.000776156473144986
நெருங்க,7,0.6200000000000001,261,0.000776156473144986
சிறிய,5,0.5299999999999998,261,0.000776156473144986
அந்திய,6,0.4900000000000001,261,0.000776156473144986
மின்ன,5,0.5100000000000007,261,0.000776156473144986
கெடுக்க,7,0.3899999999999999,261,0.000776156473144986
மாப,3,0.3700000000000001,261,0.000776156473144986
மிந்த,5,0.5499999999999998,261,0.000776156473144986
நிலைகெட்ட,9,0.66,261,0.000776156473144986
இட்ட,4,0.4550000000000002,318,0.0006209251785159888
ராச,3,0.4049999999999999,318,0.0006209251785159888
சரியாக,6,0.605,318,0.0006209251785159888
சொன்ன,5,0.7,318,0.0006209251785159888
காவல,4,0.535,318,0.0006209251785159888
தேர்ந்த,7,0.5200000000000002,318,0.0006209251785159888
வட்ட,4,0.3999999999999999,318,0.0006209251785159888
மாக,3,0.395,318,0.0006209251785159888
யுடைய,5,0.635,318,0.0006209251785159888
லாத,3,0.395,318,0.0006209251785159888
யாவுள,5,0.6050000000000001,318,0.0006209251785159888
வளர்த்த,7,0.4800000000000001,318,0.0006209251785159888
குவிந்த,7,0.5699999999999998,318,0.0006209251785159888
சார்ந்த,7,0.7050000000000001,318,0.0006209251785159888
கனிந்த,6,0.565,318,0.0006209251785159888
காட்டிய,7,0.5599999999999999,318,0.0006209251785159888
சந்தித்த,8,0.7049999999999998,318,0.0006209251785159888
வருகின்ற,8,0.6499999999999999,318,0.0006209251785159888
நாளைய,5,0.6699999999999999,318,0.0006209251785159888
முளைத்த,7,0.645,318,0.0006209251785159888
விரிகின்ற,9,0.8400000000000001,318,0.0006209251785159888
புரிக,5,0.7050000000000001,318,0.0006209251785159888
முத்த,5,0.385,318,0.0006209251785159888
அடைகின்ற,8,0.77,318,0.0006209251785159888
அடுக்கிய,8,0.73,318,0.0006209251785159888
வரக்கண்ட,8,0.8249999999999998,318,0.0006209251785159888
செத்த,5,0.5,318,0.0006209251785159888
கம்மிய,6,0.43,318,0.0006209251785159888
காற்றடித்த,10,0.9250000000000002,318,0.0006209251785159888
கந்த,4,0.3399999999999999,318,0.0006209251785159888
அங்குள்ள,8,0.535,318,0.0006209251785159888
திடுக்கென,9,0.51,318,0.0006209251785159888
எழுதிய,6,0.51,318,0.0006209251785159888
என்க,4,0.545,318,0.0006209251785159888
இயைந்த,6,0.615,318,0.0006209251785159888
காண்ப,5,0.3749999999999999,318,0.0006209251785159888
தொழில்புரிந்த,13,0.885,318,0.0006209251785159888
மருத்துவ,8,0.625,318,0.0006209251785159888
திகழ்கின்ற,10,0.7550000000000001,318,0.0006209251785159888
சரேலென,6,0.62,318,0.0006209251785159888
தனியாக,6,0.555,318,0.0006209251785159888
இன்னும்என்ன,11,0.8800000000000001,318,0.0006209251785159888
டென்க,5,0.5849999999999997,318,0.0006209251785159888
பகர,3,0.345,318,0.0006209251785159888
புதிய,5,0.4149999999999999,318,0.0006209251785159888
டாக,3,0.5049999999999999,318,0.0006209251785159888
அயலவ,4,0.545,318,0.0006209251785159888
அழுந்துக,8,0.7649999999999997,318,0.0006209251785159888
பயில்வ,6,0.515,318,0.0006209251785159888
காத்திருந்த,11,0.775,318,0.0006209251785159888
அமர்ந்த,7,0.6199999999999999,318,0.0006209251785159888
இருக்கின்ற,10,0.7250000000000001,318,0.0006209251785159888
புரியல,6,0.6849999999999999,318,0.0006209251785159888
பெற,3,0.365,318,0.0006209251785159888
அச்சடித்த,9,0.965,318,0.0006209251785159888
போகாத,5,0.6299999999999999,318,0.0006209251785159888
குனிந்த,7,0.5999999999999999,318,0.0006209251785159888
அனிச்ச,6,0.4800000000000002,672,0.00046569388388699164
புகழ்மிக்க,10,0.6699999999999999,672,0.00046569388388699164
கோவித்த,7,0.6299999999999999,672,0.00046569388388699164
பட்டறிந்த,9,0.61,672,0.00046569388388699164
விமரிசையாக,10,0.8400000000000003,672,0.00046569388388699164
இப்பெரிய,8,0.5999999999999999,672,0.00046569388388699164
அதிகமாக,7,0.6799999999999999,672,0.00046569388388699164
னாஎன,4,0.3800000000000001,672,0.00046569388388699164
செவ்வையுற,9,0.75,672,0.00046569388388699164
பிழைக்க,7,0.5100000000000002,672,0.00046569388388699164
சன்னத்த,7,0.8099999999999999,672,0.00046569388388699164
திராவிட,7,0.54,672,0.00046569388388699164
பயன்மிக்க,9,0.5900000000000001,672,0.00046569388388699164
திரிந்த,7,0.6999999999999997,672,0.00046569388388699164
பேசாத,5,0.69,672,0.00046569388388699164
நடவுசெய்த,9,0.97,672,0.00046569388388699164
கிடத்திய,8,0.5799999999999996,672,0.00046569388388699164
வருத்த,6,0.4999999999999999,672,0.00046569388388699164
காக,3,0.4300000000000001,672,0.00046569388388699164
முறிந்த,7,0.5900000000000001,672,0.00046569388388699164
தலைவராக,7,0.6600000000000001,672,0.00046569388388699164
விலாப்புடைக்க,13,0.8599999999999999,672,0.00046569388388699164
குலுங்க,7,0.47,672,0.00046569388388699164
இருக்குற,8,0.6599999999999997,672,0.00046569388388699164
புண்ணிய,7,0.49,672,0.00046569388388699164
நிலையானதல்ல,11,1.0,672,0.00046569388388699164
காட்சிபோல,9,0.75,672,0.00046569388388699164
மன்னிச்சிடுங்க,14,1.0,672,0.00046569388388699164
தமிழ்வெல்க,10,0.93,672,0.00046569388388699164
செய்வதற்காக,11,0.92,672,0.00046569388388699164
பிழைப்ப,7,0.3999999999999999,672,0.00046569388388699164
பேர்வாய்ந்த,11,0.8500000000000001,672,0.00046569388388699164
பசித்த,6,0.52,672,0.00046569388388699164
கரைகண்ட,7,0.6600000000000001,672,0.00046569388388699164
தருவித்த,8,0.6900000000000001,672,0.00046569388388699164
கலையென்ற,8,0.7699999999999999,672,0.00046569388388699164
வழக்கென்ப,9,0.71,672,0.00046569388388699164
வலிக்கின்றன,11,0.99,672,0.00046569388388699164
போயொழிக,7,0.8700000000000001,672,0.00046569388388699164
பெற்றிருந்த,11,0.6800000000000002,672,0.00046569388388699164
நான்செய்த,9,0.77,672,0.00046569388388699164
நிருமித்த,9,0.75,672,0.00046569388388699164
கற்புள்ள,8,0.5899999999999999,672,0.00046569388388699164
வலிவற்ற,7,0.75,672,0.00046569388388699164
கழறிடாத,7,0.8700000000000001,672,0.00046569388388699164
பொதுமையாக,9,0.9000000000000001,672,0.00046569388388699164
காதென,5,0.6200000000000001,672,0.00046569388388699164
மெதுவான,7,0.7099999999999999,672,0.00046569388388699164
காடுசேர்ந்த,11,1.0199999999999998,672,0.00046569388388699164
அறிவுபெற்ற,10,0.6799999999999999,672,0.00046569388388699164
சாரற்ற,6,0.78,672,0.00046569388388699164
பெற்றுணர்ந்த,12,0.96,672,0.00046569388388699164
வார்த்தையென்ன,13,0.79,672,0.00046569388388699164
தந்திட,6,0.5,672,0.00046569388388699164
தளர்ந்த,7,0.5099999999999998,672,0.00046569388388699164
சுகித்திருக்க,13,1.0499999999999998,672,0.00046569388388699164
நண்ணிய,6,0.64,672,0.00046569388388699164
இனியன,5,0.49,672,0.00046569388388699164
மாடுக,5,0.54,672,0.00046569388388699164
என்றுமுள,8,0.67,672,0.00046569388388699164
போயின,5,0.6200000000000001,672,0.00046569388388699164
வெல்லமல்ல,9,0.8800000000000003,672,0.00046569388388699164
கொள்ளாத,7,0.94,672,0.00046569388388699164
அகப்பட,6,0.4999999999999999,672,0.00046569388388699164
விளங்குகின்ற,12,0.95,672,0.00046569388388699164
தல்கொடுக்க,10,0.8500000000000001,672,0.00046569388388699164
தின்ற,5,0.6200000000000001,672,0.00046569388388699164
அசைத்த,6,0.5700000000000001,672,0.00046569388388699164
காலிட,5,0.5900000000000003,672,0.00046569388388699164
பசியாத,6,0.8,672,0.00046569388388699164
வேண்டுமிந்த,11,1.0400000000000005,672,0.00046569388388699164
என்பெருமைக்குற்ற,16,1.08,672,0.00046569388388699164
விதியற்ற,8,0.5900000000000001,672,0.00046569388388699164
அடைய,4,0.26,672,0.00046569388388699164
தலையாகிய,8,0.8599999999999999,672,0.00046569388388699164
காற்றென,7,0.56,672,0.00046569388388699164
நினைச்சுக்கல,12,0.8800000000000001,672,0.00046569388388699164
துறக்கமென,9,0.6400000000000001,672,0.00046569388388699164
நன்றென,6,0.64,672,0.00046569388388699164
இதுவல்ல,7,0.7400000000000002,672,0.00046569388388699164
இமைதிற,6,0.64,672,0.00046569388388699164
இக்கால,6,0.76,672,0.00046569388388699164
பொய்யற்க,8,0.8499999999999996,672,0.00046569388388699164
தாழ்வான,7,0.61,672,0.00046569388388699164
மானிட,5,0.6499999999999999,672,0.00046569388388699164
விலகாத,6,0.75,672,0.00046569388388699164
திறமுள்ள,8,0.6399999999999999,672,0.00046569388388699164
அரசபிர,6,0.6299999999999999,672,0.00046569388388699164
விளைந்திட,9,0.5799999999999998,672,0.00046569388388699164
சமயமத,5,0.8299999999999998,672,0.00046569388388699164
விழுந்த,7,0.4299999999999999,672,0.00046569388388699164
குவிந்திருக்க,13,0.75,672,0.00046569388388699164
பெயர்தந்த,9,0.73,672,0.00046569388388699164
பத்தல,5,0.6099999999999999,672,0.00046569388388699164
குறிதவ,6,0.6299999999999999,672,0.00046569388388699164
மன்னன்மக,8,0.92,672,0.00046569388388699164
தமிழ்வாழ்க,10,0.6799999999999999,672,0.00046569388388699164
பணிதந்த,7,0.72,672,0.00046569388388699164
அனுப்பிய,8,0.6200000000000001,672,0.00046569388388699164
நான்பெற்ற,9,0.6999999999999997,672,0.00046569388388699164
பேசவந்த,7,0.79,672,0.00046569388388699164
நம்புங்க,8,0.6300000000000001,672,0.00046569388388699164
எண்பிக்க,8,0.7700000000000002,672,0.00046569388388699164
எண்ணுக,6,0.5099999999999998,672,0.00046569388388699164
புதுமைசெய,9,0.6399999999999999,672,0.00046569388388699164
சுடர்தந்த,9,0.79,672,0.00046569388388699164
படமெடுக்க,9,0.5800000000000001,672,0.00046569388388699164
சுடவ,4,0.56,672,0.00046569388388699164
அணியாத,6,0.7999999999999999,672,0.00046569388388699164
தமிழக,5,0.6299999999999999,672,0.00046569388388699164
சின்னமாக,8,0.7600000000000002,672,0.00046569388388699164
வாழ்வடைக,8,0.79,672,0.00046569388388699164
போய்எடுக்க,10,0.9000000000000001,672,0.00046569388388699164
பால்நில,7,0.92,672,0.00046569388388699164
சந்தான,6,0.6400000000000001,672,0.00046569388388699164
அரசென,5,0.67,672,0.00046569388388699164
பாதித்த,7,0.6599999999999999,672,0.00046569388388699164
செய்தன,6,0.6300000000000001,672,0.00046569388388699164
கனலேற்ற,7,0.7599999999999999,672,0.00046569388388699164
றென்ன,5,0.5299999999999998,672,0.00046569388388699164
நான்குளிர்ந்த,13,1.02,672,0.00046569388388699164
செய்வன,6,0.5399999999999999,672,0.00046569388388699164
லென்ன,5,0.6699999999999999,672,0.00046569388388699164
இவ்வுலக,7,0.52,672,0.00046569388388699164
அருள்புரிய,10,0.9200000000000002,672,0.00046569388388699164
கண்ணென்ப,8,0.56,672,0.00046569388388699164
கண்ணற்ற,7,0.66,672,0.00046569388388699164
எழுத்தென்ப,10,0.91,672,0.00046569388388699164
இலையிந்த,8,0.7100000000000001,672,0.00046569388388699164
றெழுந்த,7,0.5599999999999998,672,0.00046569388388699164
தொழும்பர்க,10,0.69,672,0.00046569388388699164
மணந்திட,7,0.66,672,0.00046569388388699164
ளாக,3,0.4199999999999999,672,0.00046569388388699164
மதித்திட,8,0.5700000000000003,672,0.00046569388388699164
னென,3,0.4299999999999999,672,0.00046569388388699164
பழிப்பன,7,0.7000000000000001,672,0.00046569388388699164
இடியென,6,0.64,672,0.00046569388388699164
தோங்குக,7,0.8400000000000003,672,0.00046569388388699164
துடைத்திட,9,0.5100000000000002,672,0.00046569388388699164
இழந்துவிட்ட,11,0.8399999999999999,672,0.00046569388388699164
வாடப்பல,7,0.8099999999999999,672,0.00046569388388699164
இன்னாத,6,0.5799999999999998,672,0.00046569388388699164
சொல்க,5,0.6400000000000001,672,0.00046569388388699164
பண்ணுங்க,8,1.36,672,0.00046569388388699164
புசிக்க,7,0.5399999999999999,672,0.00046569388388699164
இனமான,5,0.6200000000000001,672,0.00046569388388699164
அதுபெற்ற,8,0.6399999999999997,672,0.00046569388388699164
நாம்கண்ட,8,0.69,672,0.00046569388388699164
பழுத்த,6,0.4299999999999999,672,0.00046569388388699164
மனம்போன,7,0.6799999999999999,672,0.00046569388388699164
நாகாக்க,7,1.4599999999999995,672,0.00046569388388699164
கொக்க,5,0.3599999999999999,672,0.00046569388388699164
சகிப்ப,6,0.5499999999999998,672,0.00046569388388699164
சுதந்திர,8,0.5700000000000001,672,0.00046569388388699164
தோற்றிய,7,0.63,672,0.00046569388388699164
மலைகளென,7,0.6600000000000001,672,0.00046569388388699164
எண்ணென்ப,8,0.76,672,0.00046569388388699164
மொய்த்தென்ன,11,0.8000000000000003,672,0.00046569388388699164
துடிக்கின்ற,11,0.7599999999999999,672,0.00046569388388699164
மறக்க,5,0.52,672,0.00046569388388699164
குணமென்ற,8,0.98,672,0.00046569388388699164
சலியாத,6,0.5899999999999999,672,0.00046569388388699164
கொடுங்க,7,0.5100000000000002,672,0.00046569388388699164
கச்சணிந்த,9,0.66,672,0.00046569388388699164
அருமையாக,8,0.5999999999999996,672,0.00046569388388699164
தறுக்குடைய,10,0.86,672,0.00046569388388699164
நவையுடைய,8,0.8300000000000001,672,0.00046569388388699164
நேர்க,5,0.5199999999999998,672,0.00046569388388699164
மங்காத,6,0.7500000000000001,672,0.00046569388388699164
கழிக்கின்ற,10,0.8999999999999999,672,0.00046569388388699164
நானில,5,0.6200000000000001,672,0.00046569388388699164
சுரண்டிய,8,0.5899999999999999,672,0.00046569388388699164
தாழ்திறந்த,10,0.91,672,0.00046569388388699164
இன்னதென,7,0.7999999999999998,672,0.00046569388388699164
அதற்கான,7,0.5300000000000001,672,0.00046569388388699164
வணிகர்பல,8,0.7700000000000002,672,0.00046569388388699164
நடத்திவைத்த,11,1.21,672,0.00046569388388699164
நயந்துநின்ற,11,0.9000000000000004,672,0.00046569388388699164
அலைபட்ட,7,0.63,672,0.00046569388388699164
விளம்பிடுக,10,0.7999999999999998,672,0.00046569388388699164
